GlyTouCanAccession	NativeFormula	PermethylatedFormula
G81896KF	C112H185N5O81	C159H279N5O81
G81898FC	C89H145N7O62	C126H219N7O62
G81902IO	C39H63N3O31S	C55H95N3O31S
G81904DM	C166H273N11O119	C237H415N11O119
G81906GK	C40H66N2O30	C58H102N2O30
G81908DG	C20H33NO13	C27H47NO13
G81909AL	C70H117N5O59S3	C98H173N5O59S3
G81910BW	C90H150N6O65	C130H230N6O65
G81910EG	C74H122N4O53	C105H184N4O53
G81910FI	C42H71N3O29	C60H107N3O29
G81910FL	C88H145N5O64	C126H221N5O64
G81911LP	C40H66N2O29	C57H100N2O29
G81912AC	C80H134N4O59	C116H206N4O59
G81914EA	C59H94N4O44	C86H148N4O44
G81914RV	C72H118N6O55S2	C99H172N6O55S2
G81915OX	C27H43N3O18	C38H65N3O18
G81915YU	C75H122N6O56S	C106H184N6O56S
G81920JR	C61H100N4O43	C86H150N4O43
G81920XN	C64H108N2O50	C95H170N2O50
G81921LU	C52H86N2O38	C74H130N2O38
G81923ER	C74H121N7O50	C104H181N7O50
G81925GK	C45H71N3O34	C66H113N3O34
G81928IQ	C34H54N2O26	C50H86N2O26
G81929CN	C28H42N2O22	C40H66N2O22
G81929UP	C62H102N4O44	C88H154N4O44
G81929YC	C54H89N3O40	C78H137N3O40
G81930ZW	C32H53NO23	C45H79NO23
G81933FO	C82H136N2O65	C121H214N2O65
G81935SW	C48H77N3O36	C70H121N3O36
G81936HM	C72H118N6O49	C101H176N6O49
G81938EP	C17H29O17P	C26H47O17P
G81939AD	C101H165N7O71	C143H249N7O71
G81944OG	C60H99N3O44	C86H151N3O44
G81944UV	C45H73N3O32	C64H111N3O32
G81945DA	C58H96N2O45	C85H150N2O45
G81947NN	C14H23NO13S	C19H33NO13S
G81949SX	C38H63NO28	C54H95NO28
G81952MV	C34H56N2O24	C48H84N2O24
G81954US	C88H145N5O64	C126H221N5O64
G81956JU	C82H136N2O65	C121H214N2O65
G81958XV	C106H172N8O77	C153H266N8O77
G81960EK	C59H98N4O43	C86H152N4O43
G81962WP	C36H59N3O25	C51H89N3O25
G81963LG	C23H39NO18	C35H63NO18
G81964PR	C12H20O10	C18H32O10
G81971FM	C31H50N2O22	C44H76N2O22
G81972MN	C36H55N3O48S6	C51H85N3O48S6
G81976CN	C92H149N7O68	C134H233N7O68
G81977TF	C24H40O20	C36H64O20
G81980VO	C52H86N2O40	C76H134N2O40
G81982KB	C28H46N2O20	C40H70N2O20
G81982NW	C54H89N3O39	C77H135N3O39
G81982UP	C76H125N5O53	C107H187N5O53
G81983KG	C48H77N3O36	C70H121N3O36
G81989WD	C26H38N2O27S2	C37H60N2O27S2
G81991FU	C54H89N3O38	C76H133N3O38
G81993MP	C47H78N4O35S	C66H116N4O35S
G81996AG	C107H177N7O77	C154H271N7O77
G81999RZ	C104H169N7O74	C148H257N7O74
G82001UC	C68H112N4O48	C96H168N4O48
G82002TN	C46H78N2O34	C67H120N2O34
G82007MU	C62H102N4O45	C89H156N4O45
G82011YF	C140H226N10O105	C205H356N10O105
G82014IZ	C72H118N6O49	C101H176N6O49
G82014PT	C44H70N4O31	C63H108N4O31
G82018TQ	C74H123NO60	C110H195NO60
G82019GV	C120H193N9O87	C173H299N9O87
G82020ZR	C58H96N2O45	C85H150N2O45
G82023AU	C56H90N4O41	C81H140N4O41
G82026ML	C50H76N4O38	C71H118N4O38
G82028JI	C40H68N2O28	C57H102N2O28
G82031FD	C45H74N2O34	C65H114N2O34
G82033VN	C109H176N8O79	C157H272N8O79
G82035KS	C88H145N5O63	C125H219N5O63
G82036CW	C140H226N10O101	C201H348N10O101
G82036IP	C96H157N9O64	C134H233N9O64
G82038RE	C62H103NO50	C92H163NO50
G82041GL	C80H134N4O58	C115H204N4O58
G82044LD	C82H135N5O58	C116H203N5O58
G82045AB	C28H42N2O22	C40H66N2O22
G82048NP	C54H89N3O38	C76H133N3O38
G82049CD	C22H36N2O18S	C30H52N2O18S
G82049ZS	C104H171N7O73	C147H257N7O73
G82050CF	C110H181N7O79	C157H275N7O79
G82050DW	C160H259N11O118	C232H403N11O118
G82050GW	C11H18O9	C16H28O9
G82050MN	C98H159N7O71	C141H245N7O71
G82051XL	C25H40N2O18	C36H62N2O18
G82052RE	C110H181N7O80	C158H277N7O80
G82052YW	C74H123NO60	C110H195NO60
G82053YT	C70H115N5O48	C98H171N5O48
G82054AC	C18H31O18P	C28H51O18P
G82054AK	C48H79N3O33	C67H117N3O33
G82056CH	C20H33NO15	C29H51NO15
G82057XC	C79H129N5O57	C113H197N5O57
G82058GP	C33H53N3O24	C48H83N3O24
G82068QZ	C68H112N4O49	C97H170N4O49
G82069ST	C14H23NO9	C19H33NO9
G82072FJ	C31H50N2O23	C45H78N2O23
G82075JD	C18H30O15	C27H48O15
G82077SB	C12H20O9	C17H30O9
G82080SE	C70H116N2O55	C103H182N2O55
G82080SP	C87H142N6O63	C125H218N6O63
G82081LV	C54H89N3O39	C77H135N3O39
G82083MV	C12H20O10	C18H32O10
G82083TQ	C36H59N3O25	C51H89N3O25
G82085GX	C38H63NO27	C53H93NO27
G82088QQ	C50H82N4O38S	C70H122N4O38S
G82092GU	C101H163N7O73	C145H251N7O73
G82092PV	C62H102N4O43	C87H152N4O43
G82094WS	C36H60O30	C54H96O30
G82095XV	C76H125N5O55	C109H191N5O55
G82096LB	C92H152N4O65	C129H226N4O65
G82096UQ	C40H66N2O28	C56H98N2O28
G82097CF	C30H49N3O48S8	C40H69N3O48S8
G82098JY	C59H94N4O44	C86H148N4O44
G82100UT	C48H79N3O34	C68H119N3O34
G82106UN	C52H86N2O38	C74H130N2O38
G82107QK	C59H96N4O44	C86H150N4O44
G82109EE	C78H129N3O56	C110H193N3O56
G82109TV	C76H125N5O53	C107H187N5O53
G82110HP	C96H158N6O67	C135H236N6O67
G82110XO	C36H57N3O27	C53H91N3O27
G82113BJ	C32H53NO25	C47H83NO25
G82113OO	C98H159N7O71	C141H245N7O71
G82117PB	C83H135N7O59	C120H209N7O59
G82118YM	C90H146N6O66	C130H226N6O66
G82119TF	C60H99N3O44	C86H151N3O44
G82121AH	C40H66N2O29	C57H100N2O29
G82126PQ	C102H168N6O72	C144H252N6O72
G82127HP	C62H102N4O44	C88H154N4O44
G82127SW	C90H148N6O64	C128H224N6O64
G82130IT	C46H76N2O34	C66H116N2O34
G82130LG	C84H136N6O61	C121H210N6O61
G82132CP	C88H143N5O67	C129H225N5O67
G82132RC	C25H40N2O18	C36H62N2O18
G82132VM	C118H192N8O85	C169H294N8O85
G82133EG	C70H113N5O50	C100H173N5O50
G82135UH	C105H172N6O75	C149H260N6O75
G82136RX	C152H246N10O109	C217H376N10O109
G82138AT	C93H152N6O66	C132H230N6O66
G82140BL	C96H158N6O68	C136H238N6O68
G82140EJ	C98H159N7O71	C141H245N7O71
G82141MC	C26H43NO19	C37H65NO19
G82142DS	C24H40O20	C36H64O20
G82147MI	C66H109N3O46	C92H161N3O46
G82151AD	C40H66N2O30	C58H102N2O30
G82151DU	C20H33NO17S	C27H47NO17S
G82152YZ	C70H115N5O59S3	C97H169N5O59S3
G82153MA	C22H36N2O15	C31H54N2O15
G82153YC	C149H244N10O107	C213H372N10O107
G82155DA	C25H40N2O18	C36H62N2O18
G82156OL	C16H26O13	C23H40O13
G82157IX	C92H151N7O65	C131H229N7O65
G82158DH	C18H30O15	C27H48O15
G82159VB	C76H125N5O53	C107H187N5O53
G82161GG	C18H30O15	C27H48O15
G82168GG	C62H102N4O45	C89H156N4O45
G82169CY	C90H148N6O64	C128H224N6O64
G82169SQ	C56H92N4O40	C80H140N4O40
G82175BQ	C42H69N3O32S	C58H101N3O32S
G82177FD	C36H57N3O26	C52H89N3O26
G82181OB	C42H70O35	C63H112O35
G82184VE	C31H50N2O23	C45H78N2O23
G82186ZW	C48H79N3O34	C68H119N3O34
G82187EA	C14H23NO10	C20H35NO10
G82187KI	C24H36N2O35S5	C33H54N2O35S5
G82188BV	C64H105N5O44	C90H157N5O44
G82190CR	C42H69N3O30	C60H105N3O30
G82190PW	C14H23NO10	C20H35NO10
G82190TD	C113H185N7O83	C163H285N7O83
G82190ZR	C66H109N3O46	C92H161N3O46
G82195FD	C95H153N7O69	C137H237N7O69
G82195SF	C39H63N3O28	C56H97N3O28
G82195SU	C32H53NO28S	C46H81NO28S
G82197QV	C40H66N2O29	C57H100N2O29
G82201FU	C60H99N3O45	C87H153N3O45
G82201IZ	C143H232N10O103	C205H356N10O103
G82202JN	C51H83N3O38	C74H129N3O38
G82207VX	C76H126N2O60	C112H198N2O60
G82208GO	C26H41NO24S	C37H63NO24S
G82209TY	C26H45NO19	C38H69NO19
G82209VO	C115H186N8O84	C166H288N8O84
G82210CH	C79H129N5O58	C114H199N5O58
G82211MN	C57H93N3O42	C82H143N3O42
G82211NA	C12H20O9	C17H30O9
G82216FP	C32H53NO24	C46H81NO24
G82216JH	C88H147N5O62	C125H221N5O62
G82216QD	C54H89N3O40	C78H137N3O40
G82216WQ	C64H105N5O44	C90H157N5O44
G82217WD	C20H33NO18S	C28H49NO18S
G82221BU	C79H129N5O57	C113H197N5O57
G82221XV	C20H33NO13	C27H47NO13
G82222EZ	C14H23NO9	C19H33NO9
G82222XN	C42H69N3O33S	C59H103N3O33S
G82226QL	C96H160N6O70	C139H246N6O70
G82226RX	C105H172N6O76	C150H262N6O76
G82227EQ	C90H148N6O63	C127H222N6O63
G82229IR	C12H20O9	C17H30O9
G82230HL	C66H109N3O49	C95H167N3O49
G82230IT	C36H55N3O27	C51H85N3O27
G82233EX	C18H30O15	C27H48O15
G82233NS	C73H119N5O56S	C104H181N5O56S
G82233UN	C62H102N4O45	C89H156N4O45
G82234NO	C134H216N10O97	C193H334N10O97
G82234ZF	C34H56N2O24	C48H84N2O24
G82236PZ	C26H43NO18	C36H63NO18
G82236RE	C101H163N7O74	C146H253N7O74
G82237TJ	C163H267N11O117	C233H407N11O117
G82239PP	C14H25NO13S	C20H37NO13S
G82243CK	C39H65N3O29	C58H103N3O29
G82244GE	C22H36N2O15	C31H54N2O15
G82249SB	C34H56N2O27S	C47H82N2O27S
G82251XS	C104H169N7O74	C148H257N7O74
G82251ZP	C76H125N5O53	C107H187N5O53
G82252QI	C74H122N4O53	C105H184N4O53
G82252SA	C8H13NO5	C11H19NO5
G82252VY	C24H40O20	C36H64O20
G82253EJ	C107H175N7O78	C154H269N7O78
G82253JY	C65H106N4O47	C93H162N4O47
G82254GM	C18H30O15	C27H48O15
G82257IP	C52H86N2O39	C75H132N2O39
G82258GN	C93H152N6O73S2	C131H228N6O73S2
G82260JC	C26H43NO19	C37H65NO19
G82261XI	C76H127N5O53	C108H191N5O53
G82264BU	C126H205N9O87	C177H307N9O87
G82264VK	C42H69N3O30	C60H105N3O30
G82265ZR	C76H126N2O60	C112H198N2O60
G82267MT	C42H71N3O29	C60H107N3O29
G82270KR	C84H138N6O57	C117H204N6O57
G82271PU	C24H40O20	C36H64O20
G82271VH	C68H112N4O49	C97H170N4O49
G82273LS	C62H102N4O45	C89H156N4O45
G82273ZM	C65H106N4O48	C94H164N4O48
G82274IJ	C53H88N4O38	C77H136N4O38
G82276DL	C11H18O9	C16H28O9
G82276YZ	C12H21O13P	C19H35O13P
G82285OB	C42H69N3O32S	C58H101N3O32S
G82286VD	C20H33NO15	C29H51NO15
G82292TW	C40H66N2O30	C58H102N2O30
G82295QK	C67H111N5O48	C97H171N5O48
G82295YX	C6H10O5	C9H16O5
G82297OG	C14H21NO14S	C19H31NO14S
G82302EQ	C20H33NO17S	C27H47NO17S
G82303RP	C63H103N3O46	C90H157N3O46
G82305SV	C28H46N2O20	C40H70N2O20
G82306EN	C14H23NO13S	C19H33NO13S
G82306VJ	C18H30O15	C27H48O15
G82308RC	C58H96N2O45	C85H150N2O45
G82311QG	C24H40O20	C36H64O20
G82312JY	C64H105N5O44	C90H157N5O44
G82314XU	C18H30O15	C27H48O15
G82316IC	C22H34N2O16	C32H54N2O16
G82317AL	C18H30O15	C27H48O15
G82317GV	C14H25NO13S	C20H37NO13S
G82317VX	C112H184N8O79	C159H278N8O79
G82320CI	C30H50O25	C45H80O25
G82320NZ	C76H125N5O55	C109H191N5O55
G82322EX	C91H149N5O66	C130H227N5O66
G82322LI	C66H111N3O49	C96H171N3O49
G82324DC	C40H66N2O28	C56H98N2O28
G82325EP	C94H155N5O68	C134H235N5O68
G82333QI	C56H92N4O40	C80H140N4O40
G82334OE	C62H104N4O43	C88H156N4O43
G82338MG	C68H110N4O50	C98H170N4O50
G82341NZ	C79H129N5O58	C114H199N5O58
G82342GJ	C105H172N6O75	C149H260N6O75
G82343BL	C18H30O15	C27H48O15
G82347DR	C96H158N6O67	C135H236N6O67
G82348BZ	C40H66N2O29	C57H100N2O29
G82348PP	C96H158N6O68	C136H238N6O68
G82348RD	C121H198N8O87	C173H302N8O87
G82349CV	C28H46N2O20	C40H70N2O20
G82349DX	C15H24O13	C23H40O13
G82349NY	C12H20O10	C18H32O10
G82350CE	C94H155N5O68	C134H235N5O68
G82350LU	C20H33NO15	C29H51NO15
G82350PP	C46H77N2O37P	C68H121N2O37P
G82352ZS	C18H30O15	C27H48O15
G82354BQ	C28H46N2O20	C40H70N2O20
G82356VZ	C90H148N6O63	C127H222N6O63
G82358WD	C71H116N4O54	C104H182N4O54
G82359GB	C18H30N2O26S4	C25H44N2O26S4
G82362HL	C68H112N4O48	C96H168N4O48
G82362QD	C46H76N2O32	C64H112N2O32
G82363EY	C34H56N2O27S	C47H82N2O27S
G82363GF	C59H94N4O45	C87H150N4O45
G82364PD	C17H27NO13	C25H43NO13
G82364UA	C46H76N2O34	C66H116N2O34
G82365EV	C93H152N6O67	C133H232N6O67
G82366DK	C42H69N3O30	C60H105N3O30
G82368PU	C84H136N6O61	C121H210N6O61
G82369UW	C37H60N2O28	C54H94N2O28
G82370DV	C40H66N2O29	C57H100N2O29
G82371GR	C60H99N3O44	C86H151N3O44
G82371YD	C74H122N4O54	C106H186N4O54
G82374OR	C66H109N3O48	C94H165N3O48
G82376XG	C136H226N8O99	C196H346N8O99
G82379LH	C34H56N2O24	C48H84N2O24
G82381FE	C79H129N5O57	C113H197N5O57
G82382JU	C73H121N5O53	C106H187N5O53
G82385GE	C23H37NO19	C35H61NO19
G82385HC	C36H59N3O24	C50H87N3O24
G82386ZS	C30H50O25	C45H80O25
G82388AD	C31H50N2O23	C45H78N2O23
G82388RB	C85H139N5O62	C122H213N5O62
G82390HZ	C76H125N5O54	C108H189N5O54
G82390KS	C151H245N11O109	C217H377N11O109
G82393IN	C21H35NO17	C33H59NO17
G82393JR	C52H86N2O39	C75H132N2O39
G82393KC	C28H46N2O19	C39H68N2O19
G82393PY	C109H176N8O79	C157H272N8O79
G82395RT	C28H46N2O20	C40H70N2O20
G82397IV	C93H152N6O67	C133H232N6O67
G82399FC	C87H142N6O64	C126H220N6O64
G82400PW	C30H50O25	C45H80O25
G82400TF	C16H26N2O10	C22H38N2O10
G82403CZ	C64H106N2O50	C94H166N2O50
G82403VJ	C18H30O15	C27H48O15
G82405LP	C48H79N3O34	C68H119N3O34
G82406IZ	C42H71N3O33S	C60H107N3O33S
G82407GB	C56H92N4O38	C78H136N4O38
G82407OY	C80H132N4O58	C114H200N4O58
G82408GZ	C18H30O15	C27H48O15
G82408LA	C53H86N4O38	C76H132N4O38
G82409TS	C71H118N4O52	C103H182N4O52
G82410AF	C157H255N11O113	C225H391N11O113
G82412EH	C51H83N3O37	C73H127N3O37
G82412NE	C53H86N4O39	C77H134N4O39
G82413XV	C160H263N11O110	C224H391N11O110
G82414AT	C112H182N8O80	C160H278N8O80
G82417CI	C109H176N8O79	C157H272N8O79
G82417RC	C126H203N9O91	C181H313N9O91
G82420AC	C80H131N7O54	C112H195N7O54
G82420RX	C45H73N3O32	C64H111N3O32
G82420SH	C68H112N4O49	C97H170N4O49
G82426OW	C22H38N2O18S	C31H56N2O18S
G82427FY	C48H79N3O34	C68H119N3O34
G82427QE	C20H33NO15	C29H51NO15
G82430BO	C88H147N5O62	C125H221N5O62
G82437NT	C28H46N2O23S	C39H68N2O23S
G82440PA	C34H56N2O25	C49H86N2O25
G82443XX	C123H199N9O88	C176H305N9O88
G82449NI	C189H306N12O135	C269H466N12O135
G82449QS	C57H93N3O42	C82H143N3O42
G82453SK	C31H50N2O24	C46H80N2O24
G82454LX	C70H111N5O52	C102H175N5O52
G82454MN	C43H70N2O33	C63H110N2O33
G82454TQ	C87H142N6O64	C126H220N6O64
G82455MC	C14H23NO10	C20H35NO10
G82455WQ	C18H30O15	C27H48O15
G82458BB	C64H105N5O45	C91H159N5O45
G82458HY	C26H43NO18	C36H63NO18
G82458NI	C144H235N9O106	C208H363N9O106
G82459SD	C65H106N4O47	C93H162N4O47
G82461EN	C46H78N2O34	C67H120N2O34
G82463EY	C127H203N11O90	C182H313N11O90
G82463GQ	C65H106N4O48	C94H164N4O48
G82463HO	C130H214N8O94	C186H326N8O94
G82466NI	C116H191N7O84	C166H291N7O84
G82469TL	C48H79N3O34	C68H119N3O34
G82471PE	C85H139N5O62	C122H213N5O62
G82476PB	C74H122N4O54	C106H186N4O54
G82478VG	C18H30O15	C27H48O15
G82484VS	C38H57N3O49S6	C52H85N3O49S6
G82487CR	C112H182N8O81	C161H280N8O81
G82489VA	C65H106N4O48	C94H164N4O48
G82490CD	C58H96N2O45	C85H150N2O45
G82491NO	C56H90N4O41	C81H140N4O41
G82493BQ	C18H30O15	C27H48O15
G82494AO	C123H201N9O88	C176H307N9O88
G82495EB	C12H20O10	C18H32O10
G82496QL	C68H113NO55	C101H179NO55
G82498VI	C92H149N7O66	C132H229N7O66
G82501QM	C103H166N8O74	C148H256N8O74
G82503FV	C72H118N6O50	C102H178N6O50
G82504BQ	C18H30O14	C26H46O14
G82504HH	C95H153N7O69	C137H237N7O69
G82507IV	C70H115N5O49	C99H173N5O49
G82510KM	C64H105N5O44	C90H157N5O44
G82510YI	C88H145N5O63	C125H219N5O63
G82512PT	C56H92N4O40	C80H140N4O40
G82513LF	C24H36N2O35S5	C33H54N2O35S5
G82513QY	C23H37NO18	C34H59NO18
G82514MH	C73H119N5O52	C104H181N5O52
G82515BU	C56H93NO45	C83H147NO45
G82518JX	C48H79N3O35	C69H121N3O35
G82521OT	C12H20O10	C18H32O10
G82524QD	C9H14O8	C14H24O8
G82525YL	C79H129N5O58	C114H199N5O58
G82526KT	C26H43NO20	C38H67NO20
G82526LU	C83H135N7O58	C118H205N7O58
G82528GQ	C34H54N2O25	C49H84N2O25
G82528MC	C75H121N5O54	C106H183N5O54
G82529OA	C58H96N2O45	C85H150N2O45
G82531JQ	C90H150N6O64	C129H228N6O64
G82535VQ	C12H22O10	C19H36O10
G82536GA	C92H149N7O67	C133H231N7O67
G82537KA	C22H36N2O15	C31H54N2O15
G82537NK	C102H166N6O74	C146H254N6O74
G82540VC	C58H95N5O40	C82H143N5O40
G82543XC	C26H38N2O33S4	C35H56N2O33S4
G82545VL	C94H153N5O70	C136H237N5O70
G82549MI	C79H129N5O58	C114H199N5O58
G82551JV	C12H19NO19S3	C16H27NO19S3
G82551NV	C46H76N2O33	C65H114N2O33
G82556YC	C59H96N4O43	C85H148N4O43
G82557QP	C166H273N11O118	C236H413N11O118
G82558IX	C26H43NO20	C38H67NO20
G82560FU	C18H30O14	C26H46O14
G82560HE	C20H33NO18S	C28H49NO18S
G82560WA	C67H109N5O49	C97H169N5O49
G82564EX	C82H135N5O58	C116H203N5O58
G82564LG	C48H77N3O37	C71H123N3O37
G82567DJ	C97H159N5O73	C141H247N5O73
G82570KG	C14H23NO13S	C19H33NO13S
G82571CR	C96H158N6O72S	C136H238N6O72S
G82572CY	C39H64N2O28	C55H96N2O28
G82572FN	C90H148N6O65	C129H226N6O65
G82576YO	C6H10O4	C8H14O4
G82577CR	C56H92N4O43S	C79H138N4O43S
G82579AX	C123H199N9O88	C176H305N9O88
G82579CW	C87H142N6O63	C125H218N6O63
G82591EC	C28H42N2O22	C40H66N2O22
G82591UC	C105H172N6O77	C151H264N6O77
G82592ZH	C78H128N6O53	C109H190N6O53
G82593BX	C80H132N4O57	C113H198N4O57
G82594YX	C118H192N8O85	C169H294N8O85
G82597SX	C73H121N5O53	C106H187N5O53
G82599LI	C88H145N5O64	C126H221N5O64
G82600GX	C62H102N4O44	C88H154N4O44
G82603FH	C81H132N6O57	C115H200N6O57
G82605DV	C70H111N5O53	C103H177N5O53
G82605IU	C48H79N3O34	C68H119N3O34
G82609RC	C52H88N2O46P2	C78H140N2O46P2
G82612XX	C15H24O13	C23H40O13
G82612ZZ	C26H43NO20	C38H67NO20
G82613FL	C17H27NO13	C25H43NO13
G82614RX	C26H38N2O30S3	C36H58N2O30S3
G82620NN	C24H36N2O35S5	C33H54N2O35S5
G82621OQ	C90H146N6O66	C130H226N6O66
G82621TY	C64H105N5O46	C93H163N5O46
G82622JD	C76H126N2O60	C112H198N2O60
G82622SS	C84H138N6O59	C119H208N6O59
G82625IE	C24H36N2O35S5	C33H54N2O35S5
G82625KX	C15H24O13	C23H40O13
G82633AZ	C30H49N3O20	C42H73N3O20
G82638QD	C64H105N5O44	C90H157N5O44
G82638RK	C48H77N3O36	C70H121N3O36
G82639DV	C24H40O20	C36H64O20
G82639GQ	C142H229N11O101	C203H351N11O101
G82640CB	C46H76N2O34	C66H116N2O34
G82641VL	C34H56N2O24	C48H84N2O24
G82644AX	C34H54N2O26	C50H86N2O26
G82646SA	C80H132N4O58	C114H200N4O58
G82647MF	C12H20O10	C18H32O10
G82648IS	C56H93NO45	C83H147NO45
G82648TN	C96H158N6O68	C136H238N6O68
G82650KN	C56H92N4O40	C80H140N4O40
G82651KU	C136H221N11O98	C196H341N11O98
G82651UV	C28H48N2O23S	C40H72N2O23S
G82651VW	C154H249N11O111	C221H383N11O111
G82653AG	C36H59N3O25	C51H89N3O25
G82653TK	C82H135N5O68S3	C114H199N5O68S3
G82659LR	C110H181N7O77	C155H271N7O77
G82662IE	C24H40O20	C36H64O20
G82662KL	C65H106N4O47	C93H162N4O47
G82663KW	C12H17NO16S2	C17H27NO16S2
G82663MJ	C31H50N2O23	C45H78N2O23
G82664JA	C50H87N2O42P	C77H141N2O42P
G82664ZC	C70H115N5O49	C99H173N5O49
G82665BR	C79H129N5O57	C113H197N5O57
G82665EP	C76H125N5O55	C109H191N5O55
G82667CT	C14H19NO14S	C19H29NO14S
G82675BX	C84H138N6O59	C119H208N6O59
G82678LF	C14H23NO9	C19H33NO9
G82678NU	C85H139N5O62	C122H213N5O62
G82679XN	C14H21NO14S	C19H31NO14S
G82679YK	C75H121N5O54	C106H183N5O54
G82680EC	C56H92N4O39	C79H138N4O39
G82680GQ	C42H71N3O32S	C59H105N3O32S
G82680KA	C67H109N5O48	C96H167N5O48
G82687NY	C115H186N8O83	C165H286N8O83
G82688DU	C74H123NO60	C110H195NO60
G82688EZ	C34H54N2O26	C50H86N2O26
G82688JB	C36H55N3O27	C51H85N3O27
G82689JO	C110H181N7O77	C155H271N7O77
G82690BA	C76H126N2O60	C112H198N2O60
G82690UI	C34H56N2O25	C49H86N2O25
G82691HV	C99H162N6O71	C141H246N6O71
G82693QG	C54H89N3O38	C76H133N3O38
G82693UO	C20H33NO13	C27H47NO13
G82693YI	C53H86N4O38	C76H132N4O38
G82695BC	C59H96N4O43	C85H148N4O43
G82698QQ	C36H59N3O24	C50H87N3O24
G82699CV	C34H58N2O24	C49H88N2O24
G82699NN	C90H148N6O65	C129H226N6O65
G82700SN	C53H86N4O40S	C74H128N4O40S
G82701UX	C68H112N4O49	C97H170N4O49
G82702MH	C17H27NO16S	C24H41NO16S
G82704VJ	C52H86N2O37	C73H128N2O37
G82709ON	C62H102N4O44	C88H154N4O44
G82710QT	C50H82N4O35	C71H124N4O35
G82710YP	C81H128N6O60	C118H202N6O60
G82713AF	C20H33NO18S	C28H49NO18S
G82714WL	C45H73N3O32	C64H111N3O32
G82715TT	C72H118N6O50	C102H178N6O50
G82718YC	C120H195N9O88S	C170H295N9O88S
G82718YV	C56H92N4O43S	C79H138N4O43S
G82719GT	C58H95N5O40	C82H143N5O40
G82724NW	C87H142N6O63	C125H218N6O63
G82724OR	C72H118N6O50	C103H180N6O50
G82724SV	C88H145N5O62	C124H217N5O62
G82725FS	C28H46N2O19	C39H68N2O19
G82727OW	C66H109N3O48	C94H165N3O48
G82728DG	C84H138N6O59	C119H208N6O59
G82728YW	C26H43NO19	C37H65NO19
G82730QA	C109H176N8O79	C157H272N8O79
G82736SW	C110H181N7O80	C158H277N7O80
G82737ZO	C31H50N2O23	C45H78N2O23
G82738YL	C104H171N7O72	C146H255N7O72
G82739ZR	C20H33NO15	C29H51NO15
G82740OO	C26H38N2O33S4	C35H56N2O33S4
G82740PF	C191H309N13O137	C273H473N13O137
G82745AW	C80H134NO68P	C120H214NO68P
G82746GL	C20H33NO14	C28H49NO14
G82746VF	C40H66N2O29	C57H100N2O29
G82748JM	C56H94N4O40	C81H144N4O40
G82748UB	C42H70O35	C63H112O35
G82749VY	C14H23NO10	C20H35NO10
G82749ZI	C12H20O9	C17H30O9
G82753OZ	C76H125N5O53	C107H187N5O53
G82754YP	C38H57N3O49S6	C52H85N3O49S6
G82756RZ	C18H31O18P	C28H51O18P
G82756VB	C71H116N4O53	C103H180N4O53
G82759CY	C106H174N8O74	C150H262N8O74
G82760VS	C76H125N5O54	C108H189N5O54
G82761BO	C76H125N5O55	C109H191N5O55
G82761DR	C94H155N5O69	C135H237N5O69
G82763TV	C38H63NO30	C56H99NO30
G82763XK	C87H142N6O63	C125H218N6O63
G82769YP	C93H152N6O68	C134H234N6O68
G82772JO	C104H169N7O77	C151H263N7O77
G82772NZ	C92H149N7O66	C132H229N7O66
G82773SI	C110H183N7O79	C158H279N7O79
G82777VB	C25H42N2O21S	C36H64N2O21S
G82779CI	C76H125N5O55	C109H191N5O55
G82782NG	C16H26N2O10	C22H38N2O10
G82782PE	C94H155N5O70	C136H239N5O70
G82783HV	C26H43NO19	C37H65NO19
G82785KW	C26H43NO20	C38H67NO20
G82785ZH	C73H119N5O52	C104H181N5O52
G82789VD	C14H19NO20S3	C17H25NO20S3
G82790IO	C36H59N3O28S	C50H87N3O28S
G82792SO	C19H31NO13	C26H45NO13
G82793FY	C61H100N4O44	C87H152N4O44
G82798LC	C45H74N2O34	C65H114N2O34
G82801BP	C48H77N3O36	C70H121N3O36
G82801WV	C140H226N10O101	C201H348N10O101
G82802AE	C88H145N5O64	C126H221N5O64
G82804VR	C66H107N3O53S	C94H163N3O53S
G82805SS	C37H57NO31	C55H93NO31
G82805YZ	C80H131N7O57S	C111H193N7O57S
G82806QI	C39H63N3O31S	C55H95N3O31S
G82807SY	C99H162N6O71	C141H246N6O71
G82808IO	C31H51N3O22	C46H81N3O22
G82811EP	C87H142N6O66S	C124H216N6O66S
G82814UZ	C64H106N2O50	C94H166N2O50
G82814YC	C53H84N4O39	C77H132N4O39
G82815IT	C81H128N6O60	C118H202N6O60
G82816RB	C76H126N2O60	C112H198N2O60
G82816UD	C47H76N4O33	C67H116N4O33
G82822AN	C40H66N2O28	C56H98N2O28
G82823JF	C115H186N8O83	C165H286N8O83
G82823XD	C37H62N2O27	C54H96N2O27
G82829MF	C66H108N6O45	C93H162N6O45
G82830MN	C85H139N5O62	C122H213N5O62
G82830YK	C36H60O30	C54H96O30
G82831RJ	C47H76N4O36S	C66H114N4O36S
G82831RR	C42H67N3O31	C61H105N3O31
G82840TE	C39H63N3O29	C57H99N3O29
G82841UV	C86H141N7O61	C124H217N7O61
G82845MH	C112H182N8O81	C161H280N8O81
G82847DO	C37H55NO37S2	C52H85NO37S2
G82847HG	C109H176N8O79	C157H272N8O79
